fact,explanation,reachability,fidelity,uncertainty,gen_time
"[2, 3, 8, 2, 30, 7, 0, 0, 7, 2, 30, 2, 0, 0, 2, 0, 30, 5, 2, 0, 7, 0, 30, 5, 2, 0, 7, 4, 30, 3, 0, 0, 3, 0, -27, 3, 0]","[2, 3, 1, 0, 30, 7, 3, 0, 10, 4, 30, 2, 0, 0, 2, 1, 30, 4, 6, 0, 10, 2, 30, 8, 2, 0, 10, 6, 30, 6, 0, 0, 6, 0, -27, 3, 0]",1.0,0.7369406618194803,1.0,127.01592135429382
"[2, 4, 24, 0, 30, 5, 1, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 3, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 7, 13, 0, 20, 0, 30, 8, 0, 0, 8, 1, 30, 19, 1, 0, 20, 0, 30, 7, 13, 0, 20, 2, 30, 10, 0, 0, 10, 1, -15, 3, 1]",1.0,0.7069222980548451,1.0,122.93980813026428
"[2, 2, 14, 1, 30, 6, 3, 0, 9, 2, 30, 6, 0, 0, 6, 3, 30, 2, 7, 0, 9, 1, 30, 9, 0, 0, 9, 4, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 11, 3, 0, 14, 0, 30, 6, 0, 0, 6, 1, 30, 8, 6, 0, 14, 0, 30, 12, 2, 0, 14, 2, 30, 8, 0, 0, 8, 1, -15, 3, 1]",1.0,0.7285720690200431,1.0,126.35039782524109
"[2, 2, 11, 0, 30, 5, 7, 0, 12, 0, 30, 4, 0, 0, 4, 0, 30, 7, 5, 0, 12, 6, 30, 7, 5, 0, 12, 7, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 8, 10, 0, 18, 2, 30, 8, 0, 0, 8, 1, 30, 12, 6, 0, 18, 0, 30, 5, 13, 0, 18, 2, 30, 8, 0, 0, 8, 0, -27, 3, 0]",1.0,0.8128773463504362,1.0,125.39613389968872
"[2, 1, 33, 1, 30, 2, 9, 0, 11, 4, 30, 4, 0, 0, 4, 1, 30, 10, 1, 0, 11, 3, 30, 4, 7, 0, 11, 8, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 8, 14, 0, 22, 0, 30, 4, 0, 0, 4, 1, 30, 8, 14, 0, 22, 0, 30, 9, 13, 0, 22, 0, 30, 9, 1, 0, 10, 1, -15, 3, 1]",1.0,0.6661299153080779,1.0,121.49221658706665
"[2, 3, 24, 1, 30, 6, 0, 0, 6, 2, 30, 4, 0, 0, 4, 4, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 0, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 3, 12, 0, 15, 1, 30, 10, 0, 0, 10, 1, 30, 1, 14, 0, 15, 0, 30, 13, 2, 0, 15, 0, 30, 8, 1, 0, 9, 1, -15, 3, 1]",1.0,0.8297952194211033,1.0,122.4212486743927
"[2, 1, 13, 2, 30, 7, 0, 0, 7, 0, 30, 4, 0, 0, 4, 2, 30, 6, 1, 0, 7, 10, 30, 6, 1, 0, 7, 5, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 6, 12, 0, 18, 1, 30, 8, 0, 0, 8, 1, 30, 13, 5, 0, 18, 1, 30, 6, 12, 0, 18, 3, 30, 8, 0, 0, 8, 0, -27, 3, 0]",1.0,0.8196120907963725,1.0,124.61103796958923
"[2, 2, 31, 0, 30, 0, 4, 0, 4, 2, 30, 4, 0, 0, 4, 3, 30, 2, 2, 0, 4, 0, 30, 1, 3, 0, 4, 0, 30, 0, 3, 0, 3, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 3, 30, 14, 0, 0, 14, 1, 30, 5, 16, 0, 21, 0, 30, 2, 19, 0, 21, 0, 30, 11, 2, 0, 13, 1, -15, 3, 1]",1.0,0.7740833222772789,1.0,126.50099229812622
"[2, 3, 11, 2, 30, 4, 8, 0, 12, 0, 30, 4, 0, 0, 4, 0, 30, 7, 5, 0, 12, 3, 30, 5, 7, 0, 12, 3, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 3, 8, 0, 11, 1, 30, 4, 0, 0, 4, 1, 30, 5, 6, 0, 11, 0, 30, 2, 9, 0, 11, 1, 30, 5, 0, 0, 5, 0, -27, 3, 0]",1.0,0.9382989807209889,1.0,119.56226968765259
"[2, 2, 5, 1, 30, 4, 8, 0, 12, 2, 30, 7, 3, 0, 10, 1, 30, 5, 7, 0, 12, 0, 30, 8, 4, 0, 12, 1, 30, 3, 3, 0, 6, 0, -27, 3, 0]","[2, 2, 1, 0, 30, 1, 11, 0, 12, 2, 30, 4, 2, 0, 6, 1, 30, 0, 12, 0, 12, 0, 30, 2, 10, 0, 12, 0, 30, 2, 4, 0, 6, 0, -27, 3, 0]",1.0,0.9024081152092859,1.0,117.66345262527466
"[2, 3, 23, 0, 30, 2, 3, 0, 5, 1, 30, 4, 0, 0, 4, 1, 30, 5, 0, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 1, 1, 0, 2, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 5, 11, 0, 16, 1, 30, 10, 0, 0, 10, 1, 30, 6, 10, 0, 16, 0, 30, 4, 12, 0, 16, 0, 30, 6, 2, 0, 8, 1, -15, 3, 1]",1.0,0.776090242018124,1.0,126.52074003219604
"[2, 2, 25, 1, 30, 7, 7, 0, 14, 4, 30, 6, 0, 0, 6, 0, 30, 8, 6, 0, 14, 1, 30, 5, 9, 0, 14, 4, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 7, 6, 0, 13, 0, 30, 6, 0, 0, 6, 1, 30, 8, 5, 0, 13, 0, 30, 2, 11, 0, 13, 0, 30, 7, 1, 0, 8, 1, -15, 3, 1]",1.0,0.763395842425201,1.0,123.33627533912659
"[2, 2, 40, 0, 30, 2, 7, 0, 9, 6, 30, 2, 0, 0, 2, 2, 30, 1, 8, 0, 9, 0, 30, 6, 3, 0, 9, 3, 30, 3, 0, 0, 3, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 7, 11, 0, 18, 0, 30, 6, 0, 0, 6, 3, 30, 13, 5, 0, 18, 0, 30, 8, 10, 0, 18, 3, 30, 8, 0, 0, 8, 1, -15, 3, 1]",1.0,0.8335865783875829,1.0,124.03431105613708
